logical_pauli,input_label,choi_reference_operator,output_label_Aprime_E,pair_symplectic,input_gram_row,output_gram_row
X1,+X_____,+X_____,-Z_XX,1,01000000,01000000
Z1,+ZX____,+ZX____,-_XZ_,,10000000,10000000
X2,+_X_X__,+_X_X__,+XZXZ,1,00010000,00010000
Z2,+XY____,-XY____,-XZXY,,00100000,00100000
X3,+__X_X_,+__X_X_,-_YXX,1,00000100,00000100
Z3,+__YX__,-__YX__,+_X_X,,00001000,00001000
X4,+_____X,+_____X,+YXZX,1,00000001,00000001
Z4,+___XXZ,+___XXZ,-XXZ_,,00000010,00000010
