logical_pauli,input_label,choi_reference_operator,output_label_Aprime_E,pair_symplectic,input_gram_row,output_gram_row
X1,+XX____,+XX____,-_ZYY,1,01000000,01000000
Z1,+Y_Z___,-Y_Z___,-YXXX,,10000000,10000000
X2,+XXX___,+XXX___,+Z_ZX,1,00010000,00010000
Z2,+__Z__Z,+__Z__Z,+XYYZ,,00100000,00100000
X3,+___X__,+___X__,+X_Y_,1,00000100,00000100
Z3,+___Z__,+___Z__,-_YXY,,00001000,00001000
X4,+_X__X_,+_X__X_,-Y_ZZ,1,00000001,00000001
Z4,+YY____,+YY____,-YXZY,,00000010,00000010
