status,message_qubits,alphabet_size,t,support_rank,support_logical_qubits,tau_signed_generator_count,choi_qubits,choi_signed_generator_count,petz_fidelity,direct_fidelity,routed_fidelity,reduced_choi_equal,signed_phases_validated,logical_depth,logical_cnot,routed_depth,routed_cnot,swap,environment_qubits,routed_clifford_equal,final_order_restored,dense_channel_constructed,dense_tau_constructed,dense_choi_constructed,dense_state_validation_constructed,elapsed_seconds,validated,seed,scramble_depth,scrambler_connected,selected_t,selected_mutual_information_bits,selected_trace_distance,basis_alphabet_size,basis_states_enumerated,basis_states_collectively_certified,identity_channel_on_message_certified,timeline_seconds,construction_certification_routing_seconds,total_seconds,initial_rss_mib,peak_rss_mib,memory_headroom_mib,max_seconds_budget,max_rss_budget_mib,budget_pass,dense_free_chain,first_obstruction
validated,8,256,8,4096,12,0,24,24,1.0,1.0,1.0,True,True,82,111,572,1041,310,0,True,True,False,False,False,False,1.9333813327830285,True,20260802,6,True,8,0,0.0,256,0,256,True,2.3545454170089215,1.9333946250844747,4.298009790945798,34.015625,40.640625,983.359375,120.0,1024.0,True,True,none
