logical_pauli,input_label,choi_reference_operator,output_label_Aprime_E,pair_symplectic,input_gram_row,output_gram_row
X1,+XX____,+XX____,+_Z__,1,01000000,01000000
Z1,+Z____X,+Z____X,-_X__,,10000000,10000000
X2,+__X___,+__X___,+__XX,1,00010000,00010000
Z2,+__Z___,+__Z___,-__YX,,00100000,00100000
X3,+___X__,+___X__,-__ZY,1,00000100,00000100
Z3,+___Z__,+___Z__,+__ZZ,,00001000,00001000
X4,+____X_,+____X_,-Y___,1,00000001,00000001
Z4,+____Z_,+____Z_,+Z___,,00000010,00000010
