message_qubits,alphabet_size,t,support_rank,support_logical_qubits,tau_signed_generator_count,choi_qubits,choi_signed_generator_count,petz_fidelity,direct_fidelity,routed_fidelity,reduced_choi_equal,signed_phases_validated,logical_depth,logical_cnot,routed_depth,routed_cnot,swap,environment_qubits,routed_clifford_equal,final_order_restored,dense_channel_constructed,dense_tau_constructed,dense_choi_constructed,dense_state_validation_constructed,elapsed_seconds,validated,seed,scramble_depth,total_seconds,initial_rss_mib,peak_rss_mib,max_seconds_budget,max_rss_budget_mib,budget_pass
7,128,8,1024,10,2,22,22,1.0,1.0,1.0,True,True,65,93,413,603,170,0,True,True,False,False,False,False,1.4273192500695586,True,20260802,6,3.1217682079877704,33.640625,40.125,120.0,1024.0,True
