logical_pauli,input_label,choi_reference_operator,output_label_Aprime_E,pair_symplectic,input_gram_row,output_gram_row
X1,+_X____,+_X____,+XXYX,1,01000000,01000000
Z1,+_ZX___,+_ZX___,-XZXZ,,10000000,10000000
X2,+X__X__,+X__X__,-_YXX,1,00010000,00010000
Z2,+Z_____,+Z_____,+X_YX,,00100000,00100000
X3,+___XX_,+___XX_,-Y_XX,1,00000100,00000100
Z3,+Z__Y__,-Z__Y__,+_XY_,,00001000,00001000
X4,+__X__X,+__X__X,-ZX_Z,1,00000001,00000001
Z4,+_XZ_X_,+_XZ_X_,+XXY_,,00000010,00000010
