logical_pauli,input_label,choi_reference_operator,output_label_Aprime_E,pair_symplectic,input_gram_row,output_gram_row
X1,+_X____,+_X____,+XX_X,1,01000000,01000000
Z1,+_Z____,+_Z____,+_Y_X,,10000000,10000000
X2,+X_X___,+X_X___,+YYY_,1,00010000,00010000
Z2,+Y___X_,-Y___X_,+XZXZ,,00100000,00100000
X3,+___X__,+___X__,-YXZY,1,00000100,00000100
Z3,+__XZX_,+__XZX_,-XZ_Z,,00001000,00001000
X4,+____XX,+____XX,+X_X_,1,00000001,00000001
Z4,+X_XXZ_,+X_XXZ_,+YXXZ,,00000010,00000010
