A,t,architecture,strategy,interaction_index,gate_index,distance_before,movement_swaps,control_moves,target_moves
12,14,grid_2d,common_lookahead_token_restore,185,304,3,2,2,0
12,14,grid_2d,common_lookahead_token_restore,186,305,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,187,306,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,188,307,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,189,308,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,190,312,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,191,313,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,192,314,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,193,315,3,2,0,2
12,14,grid_2d,common_lookahead_token_restore,194,320,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,195,321,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,196,322,3,2,1,1
12,14,grid_2d,common_lookahead_token_restore,197,323,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,198,324,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,199,325,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,200,326,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,201,330,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,202,331,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,203,332,3,2,1,1
12,14,grid_2d,common_lookahead_token_restore,204,333,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,205,338,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,206,339,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,207,340,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,208,341,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,209,342,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,210,343,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,211,344,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,212,348,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,213,349,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,214,350,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,215,352,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,216,353,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,217,354,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,218,355,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,219,358,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,220,362,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,221,363,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,222,364,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,223,365,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,224,366,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,225,371,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,226,372,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,227,374,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,228,377,2,1,0,1
12,14,all_to_all,common_lookahead_token_restore,0,0,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,1,1,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,2,2,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,3,3,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,4,4,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,5,5,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,6,10,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,7,11,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,8,12,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,9,13,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,10,17,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,11,18,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,12,19,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,13,21,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,14,22,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,15,23,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,16,24,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,17,25,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,18,28,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,19,30,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,20,31,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,21,33,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,22,34,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,23,35,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,24,37,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,25,38,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,26,39,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,27,40,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,28,42,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,29,43,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,30,46,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,31,47,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,32,48,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,33,49,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,34,50,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,35,51,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,36,52,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,37,56,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,38,57,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,39,60,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,40,61,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,41,62,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,42,63,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,43,64,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,44,66,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,45,67,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,46,68,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,47,69,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,48,74,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,49,75,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,50,76,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,51,77,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,52,78,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,53,79,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,54,80,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,55,82,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,56,83,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,57,84,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,58,86,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,59,87,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,60,88,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,61,89,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,62,90,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,63,91,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,64,93,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,65,94,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,66,95,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,67,96,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,68,97,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,69,99,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,70,100,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,71,101,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,72,102,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,73,103,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,74,104,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,75,105,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,76,106,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,77,107,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,78,109,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,79,112,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,80,113,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,81,116,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,82,117,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,83,118,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,84,119,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,85,120,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,86,124,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,87,133,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,88,134,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,89,135,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,90,138,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,91,139,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,92,140,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,93,141,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,94,142,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,95,143,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,96,144,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,97,145,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,98,150,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,99,151,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,100,152,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,101,153,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,102,154,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,103,155,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,104,162,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,105,163,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,106,164,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,107,165,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,108,166,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,109,167,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,110,168,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,111,169,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,112,170,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,113,171,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,114,181,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,115,182,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,116,183,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,117,184,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,118,185,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,119,186,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,120,187,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,121,188,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,122,189,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,123,194,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,124,195,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,125,196,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,126,197,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,127,198,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,128,199,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,129,200,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,130,201,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,131,206,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,132,207,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,133,208,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,134,209,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,135,210,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,136,211,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,137,212,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,138,213,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,139,214,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,140,215,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,141,216,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,142,222,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,143,223,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,144,224,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,145,225,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,146,226,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,147,227,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,148,234,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,149,235,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,150,236,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,151,237,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,152,238,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,153,239,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,154,240,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,155,246,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,156,247,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,157,248,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,158,249,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,159,250,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,160,261,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,161,262,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,162,263,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,163,264,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,164,265,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,165,266,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,166,267,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,167,268,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,168,275,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,169,276,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,170,277,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,171,278,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,172,279,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,173,280,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,174,281,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,175,285,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,176,286,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,177,287,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,178,288,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,179,289,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,180,290,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,181,297,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,182,298,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,183,299,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,184,300,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,185,304,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,186,305,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,187,306,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,188,307,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,189,308,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,190,312,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,191,313,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,192,314,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,193,315,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,194,320,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,195,321,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,196,322,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,197,323,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,198,324,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,199,325,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,200,326,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,201,330,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,202,331,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,203,332,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,204,333,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,205,338,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,206,339,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,207,340,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,208,341,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,209,342,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,210,343,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,211,344,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,212,348,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,213,349,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,214,350,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,215,352,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,216,353,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,217,354,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,218,355,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,219,358,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,220,362,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,221,363,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,222,364,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,223,365,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,224,366,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,225,371,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,226,372,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,227,374,1,0,0,0
12,14,all_to_all,common_lookahead_token_restore,228,377,1,0,0,0
