A,t,architecture,strategy,interaction_index,gate_index,distance_before,movement_swaps,control_moves,target_moves
12,14,chain,common_lookahead_token_restore,211,344,1,0,0,0
12,14,chain,common_lookahead_token_restore,212,348,4,3,2,1
12,14,chain,common_lookahead_token_restore,213,349,2,1,0,1
12,14,chain,common_lookahead_token_restore,214,350,2,1,0,1
12,14,chain,common_lookahead_token_restore,215,352,1,0,0,0
12,14,chain,common_lookahead_token_restore,216,353,1,0,0,0
12,14,chain,common_lookahead_token_restore,217,354,1,0,0,0
12,14,chain,common_lookahead_token_restore,218,355,1,0,0,0
12,14,chain,common_lookahead_token_restore,219,358,1,0,0,0
12,14,chain,common_lookahead_token_restore,220,362,1,0,0,0
12,14,chain,common_lookahead_token_restore,221,363,1,0,0,0
12,14,chain,common_lookahead_token_restore,222,364,2,1,0,1
12,14,chain,common_lookahead_token_restore,223,365,1,0,0,0
12,14,chain,common_lookahead_token_restore,224,366,1,0,0,0
12,14,chain,common_lookahead_token_restore,225,371,3,2,1,1
12,14,chain,common_lookahead_token_restore,226,372,1,0,0,0
12,14,chain,common_lookahead_token_restore,227,374,1,0,0,0
12,14,chain,common_lookahead_token_restore,228,377,2,1,1,0
12,14,ring,common_lookahead_token_restore,0,0,2,1,1,0
12,14,ring,common_lookahead_token_restore,1,1,1,0,0,0
12,14,ring,common_lookahead_token_restore,2,2,1,0,0,0
12,14,ring,common_lookahead_token_restore,3,3,1,0,0,0
12,14,ring,common_lookahead_token_restore,4,4,1,0,0,0
12,14,ring,common_lookahead_token_restore,5,5,1,0,0,0
12,14,ring,common_lookahead_token_restore,6,10,1,0,0,0
12,14,ring,common_lookahead_token_restore,7,11,1,0,0,0
12,14,ring,common_lookahead_token_restore,8,12,2,1,1,0
12,14,ring,common_lookahead_token_restore,9,13,3,2,0,2
12,14,ring,common_lookahead_token_restore,10,17,2,1,0,1
12,14,ring,common_lookahead_token_restore,11,18,2,1,0,1
12,14,ring,common_lookahead_token_restore,12,19,5,4,0,4
12,14,ring,common_lookahead_token_restore,13,21,2,1,0,1
12,14,ring,common_lookahead_token_restore,14,22,4,3,3,0
12,14,ring,common_lookahead_token_restore,15,23,1,0,0,0
12,14,ring,common_lookahead_token_restore,16,24,1,0,0,0
12,14,ring,common_lookahead_token_restore,17,25,1,0,0,0
12,14,ring,common_lookahead_token_restore,18,28,2,1,0,1
12,14,ring,common_lookahead_token_restore,19,30,1,0,0,0
12,14,ring,common_lookahead_token_restore,20,31,2,1,0,1
12,14,ring,common_lookahead_token_restore,21,33,4,3,0,3
12,14,ring,common_lookahead_token_restore,22,34,1,0,0,0
12,14,ring,common_lookahead_token_restore,23,35,3,2,1,1
12,14,ring,common_lookahead_token_restore,24,37,1,0,0,0
12,14,ring,common_lookahead_token_restore,25,38,3,2,1,1
12,14,ring,common_lookahead_token_restore,26,39,1,0,0,0
12,14,ring,common_lookahead_token_restore,27,40,1,0,0,0
12,14,ring,common_lookahead_token_restore,28,42,4,3,0,3
12,14,ring,common_lookahead_token_restore,29,43,6,5,0,5
12,14,ring,common_lookahead_token_restore,30,46,4,3,1,2
12,14,ring,common_lookahead_token_restore,31,47,1,0,0,0
12,14,ring,common_lookahead_token_restore,32,48,4,3,3,0
12,14,ring,common_lookahead_token_restore,33,49,1,0,0,0
12,14,ring,common_lookahead_token_restore,34,50,1,0,0,0
12,14,ring,common_lookahead_token_restore,35,51,2,1,0,1
12,14,ring,common_lookahead_token_restore,36,52,3,2,2,0
12,14,ring,common_lookahead_token_restore,37,56,3,2,2,0
12,14,ring,common_lookahead_token_restore,38,57,5,4,0,4
12,14,ring,common_lookahead_token_restore,39,60,3,2,2,0
12,14,ring,common_lookahead_token_restore,40,61,2,1,1,0
12,14,ring,common_lookahead_token_restore,41,62,4,3,3,0
12,14,ring,common_lookahead_token_restore,42,63,1,0,0,0
12,14,ring,common_lookahead_token_restore,43,64,1,0,0,0
12,14,ring,common_lookahead_token_restore,44,66,1,0,0,0
12,14,ring,common_lookahead_token_restore,45,67,1,0,0,0
12,14,ring,common_lookahead_token_restore,46,68,1,0,0,0
12,14,ring,common_lookahead_token_restore,47,69,1,0,0,0
12,14,ring,common_lookahead_token_restore,48,74,1,0,0,0
12,14,ring,common_lookahead_token_restore,49,75,3,2,0,2
12,14,ring,common_lookahead_token_restore,50,76,9,8,5,3
12,14,ring,common_lookahead_token_restore,51,77,1,0,0,0
12,14,ring,common_lookahead_token_restore,52,78,3,2,2,0
12,14,ring,common_lookahead_token_restore,53,79,1,0,0,0
12,14,ring,common_lookahead_token_restore,54,80,1,0,0,0
12,14,ring,common_lookahead_token_restore,55,82,1,0,0,0
12,14,ring,common_lookahead_token_restore,56,83,1,0,0,0
12,14,ring,common_lookahead_token_restore,57,84,9,8,5,3
12,14,ring,common_lookahead_token_restore,58,86,1,0,0,0
12,14,ring,common_lookahead_token_restore,59,87,1,0,0,0
12,14,ring,common_lookahead_token_restore,60,88,1,0,0,0
12,14,ring,common_lookahead_token_restore,61,89,1,0,0,0
12,14,ring,common_lookahead_token_restore,62,90,7,6,1,5
12,14,ring,common_lookahead_token_restore,63,91,8,7,0,7
12,14,ring,common_lookahead_token_restore,64,93,2,1,0,1
12,14,ring,common_lookahead_token_restore,65,94,6,5,5,0
12,14,ring,common_lookahead_token_restore,66,95,6,5,0,5
12,14,ring,common_lookahead_token_restore,67,96,1,0,0,0
12,14,ring,common_lookahead_token_restore,68,97,1,0,0,0
12,14,ring,common_lookahead_token_restore,69,99,7,6,6,0
12,14,ring,common_lookahead_token_restore,70,100,9,8,0,8
12,14,ring,common_lookahead_token_restore,71,101,8,7,0,7
12,14,ring,common_lookahead_token_restore,72,102,1,0,0,0
12,14,ring,common_lookahead_token_restore,73,103,1,0,0,0
12,14,ring,common_lookahead_token_restore,74,104,1,0,0,0
12,14,ring,common_lookahead_token_restore,75,105,1,0,0,0
12,14,ring,common_lookahead_token_restore,76,106,1,0,0,0
12,14,ring,common_lookahead_token_restore,77,107,1,0,0,0
12,14,ring,common_lookahead_token_restore,78,109,9,8,3,5
12,14,ring,common_lookahead_token_restore,79,112,3,2,2,0
12,14,ring,common_lookahead_token_restore,80,113,1,0,0,0
12,14,ring,common_lookahead_token_restore,81,116,2,1,1,0
12,14,ring,common_lookahead_token_restore,82,117,5,4,0,4
12,14,ring,common_lookahead_token_restore,83,118,1,0,0,0
12,14,ring,common_lookahead_token_restore,84,119,1,0,0,0
12,14,ring,common_lookahead_token_restore,85,120,1,0,0,0
12,14,ring,common_lookahead_token_restore,86,124,1,0,0,0
12,14,ring,common_lookahead_token_restore,87,133,5,4,1,3
12,14,ring,common_lookahead_token_restore,88,134,1,0,0,0
12,14,ring,common_lookahead_token_restore,89,135,1,0,0,0
12,14,ring,common_lookahead_token_restore,90,138,1,0,0,0
12,14,ring,common_lookahead_token_restore,91,139,4,3,0,3
12,14,ring,common_lookahead_token_restore,92,140,5,4,0,4
12,14,ring,common_lookahead_token_restore,93,141,2,1,1,0
12,14,ring,common_lookahead_token_restore,94,142,3,2,2,0
12,14,ring,common_lookahead_token_restore,95,143,1,0,0,0
12,14,ring,common_lookahead_token_restore,96,144,4,3,0,3
12,14,ring,common_lookahead_token_restore,97,145,7,6,0,6
12,14,ring,common_lookahead_token_restore,98,150,6,5,5,0
12,14,ring,common_lookahead_token_restore,99,151,5,4,2,2
12,14,ring,common_lookahead_token_restore,100,152,3,2,2,0
12,14,ring,common_lookahead_token_restore,101,153,1,0,0,0
12,14,ring,common_lookahead_token_restore,102,154,5,4,0,4
12,14,ring,common_lookahead_token_restore,103,155,1,0,0,0
12,14,ring,common_lookahead_token_restore,104,162,7,6,3,3
12,14,ring,common_lookahead_token_restore,105,163,3,2,0,2
12,14,ring,common_lookahead_token_restore,106,164,2,1,0,1
12,14,ring,common_lookahead_token_restore,107,165,8,7,7,0
12,14,ring,common_lookahead_token_restore,108,166,8,7,0,7
12,14,ring,common_lookahead_token_restore,109,167,1,0,0,0
12,14,ring,common_lookahead_token_restore,110,168,3,2,0,2
12,14,ring,common_lookahead_token_restore,111,169,2,1,1,0
12,14,ring,common_lookahead_token_restore,112,170,5,4,3,1
12,14,ring,common_lookahead_token_restore,113,171,6,5,0,5
12,14,ring,common_lookahead_token_restore,114,181,4,3,3,0
12,14,ring,common_lookahead_token_restore,115,182,6,5,5,0
12,14,ring,common_lookahead_token_restore,116,183,7,6,3,3
12,14,ring,common_lookahead_token_restore,117,184,2,1,1,0
12,14,ring,common_lookahead_token_restore,118,185,3,2,2,0
12,14,ring,common_lookahead_token_restore,119,186,1,0,0,0
12,14,ring,common_lookahead_token_restore,120,187,7,6,0,6
12,14,ring,common_lookahead_token_restore,121,188,4,3,2,1
12,14,ring,common_lookahead_token_restore,122,189,1,0,0,0
12,14,ring,common_lookahead_token_restore,123,194,1,0,0,0
12,14,ring,common_lookahead_token_restore,124,195,6,5,0,5
12,14,ring,common_lookahead_token_restore,125,196,6,5,1,4
12,14,ring,common_lookahead_token_restore,126,197,6,5,1,4
12,14,ring,common_lookahead_token_restore,127,198,5,4,0,4
12,14,ring,common_lookahead_token_restore,128,199,3,2,0,2
12,14,ring,common_lookahead_token_restore,129,200,4,3,2,1
12,14,ring,common_lookahead_token_restore,130,201,4,3,0,3
12,14,ring,common_lookahead_token_restore,131,206,1,0,0,0
12,14,ring,common_lookahead_token_restore,132,207,3,2,2,0
12,14,ring,common_lookahead_token_restore,133,208,2,1,1,0
12,14,ring,common_lookahead_token_restore,134,209,7,6,6,0
12,14,ring,common_lookahead_token_restore,135,210,7,6,5,1
12,14,ring,common_lookahead_token_restore,136,211,6,5,1,4
12,14,ring,common_lookahead_token_restore,137,212,1,0,0,0
12,14,ring,common_lookahead_token_restore,138,213,2,1,1,0
12,14,ring,common_lookahead_token_restore,139,214,1,0,0,0
12,14,ring,common_lookahead_token_restore,140,215,1,0,0,0
12,14,ring,common_lookahead_token_restore,141,216,1,0,0,0
12,14,ring,common_lookahead_token_restore,142,222,1,0,0,0
12,14,ring,common_lookahead_token_restore,143,223,3,2,0,2
12,14,ring,common_lookahead_token_restore,144,224,3,2,2,0
12,14,ring,common_lookahead_token_restore,145,225,6,5,2,3
12,14,ring,common_lookahead_token_restore,146,226,2,1,0,1
12,14,ring,common_lookahead_token_restore,147,227,3,2,0,2
12,14,ring,common_lookahead_token_restore,148,234,4,3,3,0
12,14,ring,common_lookahead_token_restore,149,235,7,6,5,1
12,14,ring,common_lookahead_token_restore,150,236,4,3,1,2
12,14,ring,common_lookahead_token_restore,151,237,4,3,0,3
12,14,ring,common_lookahead_token_restore,152,238,1,0,0,0
12,14,ring,common_lookahead_token_restore,153,239,1,0,0,0
12,14,ring,common_lookahead_token_restore,154,240,1,0,0,0
12,14,ring,common_lookahead_token_restore,155,246,2,1,0,1
12,14,ring,common_lookahead_token_restore,156,247,3,2,1,1
12,14,ring,common_lookahead_token_restore,157,248,2,1,0,1
12,14,ring,common_lookahead_token_restore,158,249,1,0,0,0
12,14,ring,common_lookahead_token_restore,159,250,6,5,2,3
12,14,ring,common_lookahead_token_restore,160,261,1,0,0,0
12,14,ring,common_lookahead_token_restore,161,262,4,3,1,2
12,14,ring,common_lookahead_token_restore,162,263,4,3,1,2
12,14,ring,common_lookahead_token_restore,163,264,4,3,1,2
12,14,ring,common_lookahead_token_restore,164,265,1,0,0,0
12,14,ring,common_lookahead_token_restore,165,266,4,3,1,2
12,14,ring,common_lookahead_token_restore,166,267,6,5,1,4
12,14,ring,common_lookahead_token_restore,167,268,7,6,5,1
12,14,ring,common_lookahead_token_restore,168,275,5,4,1,3
12,14,ring,common_lookahead_token_restore,169,276,3,2,1,1
12,14,ring,common_lookahead_token_restore,170,277,3,2,0,2
12,14,ring,common_lookahead_token_restore,171,278,2,1,0,1
12,14,ring,common_lookahead_token_restore,172,279,2,1,0,1
12,14,ring,common_lookahead_token_restore,173,280,3,2,0,2
12,14,ring,common_lookahead_token_restore,174,281,4,3,2,1
12,14,ring,common_lookahead_token_restore,175,285,2,1,1,0
12,14,ring,common_lookahead_token_restore,176,286,1,0,0,0
12,14,ring,common_lookahead_token_restore,177,287,4,3,1,2
12,14,ring,common_lookahead_token_restore,178,288,3,2,2,0
12,14,ring,common_lookahead_token_restore,179,289,1,0,0,0
12,14,ring,common_lookahead_token_restore,180,290,1,0,0,0
12,14,ring,common_lookahead_token_restore,181,297,1,0,0,0
12,14,ring,common_lookahead_token_restore,182,298,2,1,0,1
12,14,ring,common_lookahead_token_restore,183,299,1,0,0,0
12,14,ring,common_lookahead_token_restore,184,300,5,4,1,3
12,14,ring,common_lookahead_token_restore,185,304,1,0,0,0
12,14,ring,common_lookahead_token_restore,186,305,4,3,3,0
12,14,ring,common_lookahead_token_restore,187,306,2,1,0,1
12,14,ring,common_lookahead_token_restore,188,307,1,0,0,0
12,14,ring,common_lookahead_token_restore,189,308,1,0,0,0
12,14,ring,common_lookahead_token_restore,190,312,1,0,0,0
12,14,ring,common_lookahead_token_restore,191,313,5,4,3,1
12,14,ring,common_lookahead_token_restore,192,314,2,1,0,1
12,14,ring,common_lookahead_token_restore,193,315,4,3,3,0
12,14,ring,common_lookahead_token_restore,194,320,3,2,0,2
12,14,ring,common_lookahead_token_restore,195,321,3,2,2,0
12,14,ring,common_lookahead_token_restore,196,322,2,1,1,0
12,14,ring,common_lookahead_token_restore,197,323,3,2,2,0
12,14,ring,common_lookahead_token_restore,198,324,5,4,1,3
12,14,ring,common_lookahead_token_restore,199,325,1,0,0,0
12,14,ring,common_lookahead_token_restore,200,326,1,0,0,0
12,14,ring,common_lookahead_token_restore,201,330,3,2,0,2
12,14,ring,common_lookahead_token_restore,202,331,3,2,2,0
12,14,ring,common_lookahead_token_restore,203,332,1,0,0,0
12,14,ring,common_lookahead_token_restore,204,333,6,5,2,3
12,14,ring,common_lookahead_token_restore,205,338,1,0,0,0
12,14,ring,common_lookahead_token_restore,206,339,3,2,2,0
12,14,ring,common_lookahead_token_restore,207,340,3,2,1,1
12,14,ring,common_lookahead_token_restore,208,341,2,1,1,0
12,14,ring,common_lookahead_token_restore,209,342,1,0,0,0
12,14,ring,common_lookahead_token_restore,210,343,1,0,0,0
12,14,ring,common_lookahead_token_restore,211,344,1,0,0,0
12,14,ring,common_lookahead_token_restore,212,348,4,3,2,1
12,14,ring,common_lookahead_token_restore,213,349,2,1,0,1
12,14,ring,common_lookahead_token_restore,214,350,2,1,0,1
12,14,ring,common_lookahead_token_restore,215,352,1,0,0,0
12,14,ring,common_lookahead_token_restore,216,353,1,0,0,0
12,14,ring,common_lookahead_token_restore,217,354,1,0,0,0
12,14,ring,common_lookahead_token_restore,218,355,1,0,0,0
12,14,ring,common_lookahead_token_restore,219,358,1,0,0,0
12,14,ring,common_lookahead_token_restore,220,362,1,0,0,0
12,14,ring,common_lookahead_token_restore,221,363,1,0,0,0
12,14,ring,common_lookahead_token_restore,222,364,2,1,0,1
12,14,ring,common_lookahead_token_restore,223,365,1,0,0,0
12,14,ring,common_lookahead_token_restore,224,366,1,0,0,0
12,14,ring,common_lookahead_token_restore,225,371,3,2,1,1
12,14,ring,common_lookahead_token_restore,226,372,1,0,0,0
12,14,ring,common_lookahead_token_restore,227,374,1,0,0,0
12,14,ring,common_lookahead_token_restore,228,377,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,0,0,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,1,1,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,2,2,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,3,3,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,4,4,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,5,5,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,6,10,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,7,11,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,8,12,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,9,13,3,2,0,2
12,14,grid_2d,common_lookahead_token_restore,10,17,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,11,18,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,12,19,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,13,21,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,14,22,3,2,1,1
12,14,grid_2d,common_lookahead_token_restore,15,23,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,16,24,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,17,25,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,18,28,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,19,30,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,20,31,3,2,1,1
12,14,grid_2d,common_lookahead_token_restore,21,33,3,2,2,0
12,14,grid_2d,common_lookahead_token_restore,22,34,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,23,35,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,24,37,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,25,38,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,26,39,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,27,40,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,28,42,3,2,1,1
12,14,grid_2d,common_lookahead_token_restore,29,43,3,2,1,1
12,14,grid_2d,common_lookahead_token_restore,30,46,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,31,47,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,32,48,3,2,2,0
12,14,grid_2d,common_lookahead_token_restore,33,49,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,34,50,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,35,51,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,36,52,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,37,56,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,38,57,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,39,60,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,40,61,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,41,62,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,42,63,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,43,64,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,44,66,3,2,1,1
12,14,grid_2d,common_lookahead_token_restore,45,67,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,46,68,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,47,69,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,48,74,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,49,75,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,50,76,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,51,77,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,52,78,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,53,79,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,54,80,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,55,82,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,56,83,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,57,84,3,2,1,1
12,14,grid_2d,common_lookahead_token_restore,58,86,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,59,87,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,60,88,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,61,89,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,62,90,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,63,91,3,2,1,1
12,14,grid_2d,common_lookahead_token_restore,64,93,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,65,94,3,2,1,1
12,14,grid_2d,common_lookahead_token_restore,66,95,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,67,96,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,68,97,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,69,99,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,70,100,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,71,101,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,72,102,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,73,103,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,74,104,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,75,105,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,76,106,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,77,107,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,78,109,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,79,112,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,80,113,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,81,116,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,82,117,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,83,118,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,84,119,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,85,120,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,86,124,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,87,133,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,88,134,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,89,135,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,90,138,3,2,1,1
12,14,grid_2d,common_lookahead_token_restore,91,139,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,92,140,3,2,2,0
12,14,grid_2d,common_lookahead_token_restore,93,141,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,94,142,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,95,143,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,96,144,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,97,145,3,2,1,1
12,14,grid_2d,common_lookahead_token_restore,98,150,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,99,151,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,100,152,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,101,153,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,102,154,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,103,155,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,104,162,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,105,163,4,3,1,2
12,14,grid_2d,common_lookahead_token_restore,106,164,3,2,0,2
12,14,grid_2d,common_lookahead_token_restore,107,165,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,108,166,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,109,167,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,110,168,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,111,169,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,112,170,3,2,1,1
12,14,grid_2d,common_lookahead_token_restore,113,171,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,114,181,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,115,182,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,116,183,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,117,184,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,118,185,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,119,186,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,120,187,3,2,0,2
12,14,grid_2d,common_lookahead_token_restore,121,188,4,3,3,0
12,14,grid_2d,common_lookahead_token_restore,122,189,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,123,194,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,124,195,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,125,196,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,126,197,3,2,0,2
12,14,grid_2d,common_lookahead_token_restore,127,198,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,128,199,3,2,0,2
12,14,grid_2d,common_lookahead_token_restore,129,200,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,130,201,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,131,206,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,132,207,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,133,208,3,2,1,1
12,14,grid_2d,common_lookahead_token_restore,134,209,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,135,210,3,2,2,0
12,14,grid_2d,common_lookahead_token_restore,136,211,3,2,1,1
12,14,grid_2d,common_lookahead_token_restore,137,212,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,138,213,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,139,214,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,140,215,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,141,216,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,142,222,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,143,223,4,3,2,1
12,14,grid_2d,common_lookahead_token_restore,144,224,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,145,225,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,146,226,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,147,227,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,148,234,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,149,235,3,2,1,1
12,14,grid_2d,common_lookahead_token_restore,150,236,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,151,237,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,152,238,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,153,239,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,154,240,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,155,246,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,156,247,3,2,0,2
12,14,grid_2d,common_lookahead_token_restore,157,248,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,158,249,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,159,250,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,160,261,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,161,262,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,162,263,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,163,264,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,164,265,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,165,266,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,166,267,3,2,0,2
12,14,grid_2d,common_lookahead_token_restore,167,268,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,168,275,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,169,276,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,170,277,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,171,278,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,172,279,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,173,280,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,174,281,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,175,285,3,2,1,1
12,14,grid_2d,common_lookahead_token_restore,176,286,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,177,287,2,1,1,0
12,14,grid_2d,common_lookahead_token_restore,178,288,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,179,289,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,180,290,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,181,297,2,1,0,1
12,14,grid_2d,common_lookahead_token_restore,182,298,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,183,299,1,0,0,0
12,14,grid_2d,common_lookahead_token_restore,184,300,3,2,2,0
