logical_pauli,input_label,choi_reference_operator,output_label_Aprime_E,pair_symplectic,input_gram_row,output_gram_row
X1,+_XX___,+_XX___,+_ZYY,1,01000000,01000000
Z1,+_Y____,-_Y____,+_ZZY,,10000000,10000000
X2,+X__X__,+X__X__,+XYX_,1,00010000,00010000
Z2,+Z_X___,+Z_X___,-XZ_Y,,00100000,00100000
X3,+___XX_,+___XX_,+_Y_X,1,00000100,00000100
Z3,+Z__Y__,-Z__Y__,-ZZXX,,00001000,00001000
X4,+_____X,+_____X,+YZXZ,1,00000001,00000001
Z4,+__X_XZ,+__X_XZ,-ZXXY,,00000010,00000010
