status,message_qubits,alphabet_size,black_hole_qubits,total_simulated_qubits,seed,scramble_depth,scrambler_connected,selected_t,selected_mutual_information_bits,selected_trace_distance,support_rank_numeric,support_rank_stabilizer,support_logical_qubits,environment_qubits,petz_fidelity_from_ranks,petz_fidelity_dense_crosscheck,direct_circuit_fidelity_structural,routed_circuit_fidelity_structural,choi_fidelity_certified,reduced_choi_equal,environment_isometry,signed_phases_validated,signed_generators_checked,entanglement_intersection_rank,dense_validation_state_amplitudes,dense_validation_reduced_entries,old_group_size_avoided,old_operator_checks_avoided,group_elements_enumerated,support_operators_enumerated,logical_depth,logical_cnot,routed_depth,routed_cnot,swap,routed_clifford_equal,final_order_restored,gf2_affine_systems_solved,gf2_scalar_bit_xors,dense_channel_used_at_selected_t,dense_choi_used_during_synthesis,structural_timeline_seconds,selected_channel_seconds,petz_dense_crosscheck_seconds,support_code_seconds,synthesis_seconds,direct_certificate_seconds,routing_seconds,routed_certificate_seconds,total_seconds,initial_rss_mib,peak_rss_mib,memory_headroom_mib,memory_budget_fraction,max_seconds_budget,max_rss_budget_mib,first_new_bottleneck
validated,7,128,4,22,20260802,6,True,8,0,0.0,1024,1024,10,0,1.0,0.9999999999999913,1.0,1.0,1.0,True,identity_in_fixed_purification_gauge,True,20,14,0,0,4194304,1048576,0,0,65,93,413,603,170,True,True,3359,14195665,True,True,1.7095646671950817,0.5790157499723136,1.4167740840930492,0.23592866701073945,26.015139209106565,0.3207738751079887,0.0005506658926606178,0.4326052500400692,30.843832208076492,34.015625,960.375,63.625,0.9378662109375,120.0,1024.0,dense_channel_and_choi_synthesis_memory
