logical_pauli,input_label,choi_reference_operator,output_label_Aprime_E,pair_symplectic,input_gram_row,output_gram_row
X1,+_X____,+_X____,-__XZ,1,01000000,01000000
Z1,+_Z____,+_Z____,+_XXY,,10000000,10000000
X2,+__X___,+__X___,+_Z_Z,1,00010000,00010000
Z2,+__Z___,+__Z___,+ZYXZ,,00100000,00100000
X3,+____X_,+____X_,-YXYX,1,00000100,00000100
Z3,+___XZ_,+___XZ_,+ZYYY,,00001000,00001000
X4,+___X_X,+___X_X,+_YYY,1,00000001,00000001
Z4,+___ZX_,+___ZX_,+XXZX,,00000010,00000010
