logical_pauli,input_label,choi_reference_operator,output_label_Aprime_E,pair_symplectic,input_gram_row,output_gram_row
X1,+XX____,+XX____,-XZ_Y,1,01000000,01000000
Z1,+Z_____,+Z_____,-XXZ_,,10000000,10000000
X2,+__X___,+__X___,-Y_YZ,1,00010000,00010000
Z2,+__Z___,+__Z___,+YXX_,,00100000,00100000
X3,+___XX_,+___XX_,-_YYZ,1,00000100,00000100
Z3,+_X_Z__,+_X_Z__,-YXXY,,00001000,00001000
X4,+____XX,+____XX,+XZX_,1,00000001,00000001
Z4,+___ZY_,-___ZY_,+ZXYY,,00000010,00000010
