logical_pauli,input_label,choi_reference_operator,output_label_Aprime_E,pair_symplectic,input_gram_row,output_gram_row
X1,+X_X___,+X_X___,-__YX,1,01000000,01000000
Z1,+ZX____,+ZX____,+_Z_Z,,10000000,10000000
X2,+_X_X__,+_X_X__,-ZZY_,1,00010000,00010000
Z2,+XZX___,+XZX___,-YYXY,,00100000,00100000
X3,+___XX_,+___XX_,-_XZY,1,00000100,00000100
Z3,+XZXY__,-XZXY__,-ZXXY,,00001000,00001000
X4,+__X_XX,+__X_XX,+XZZZ,1,00000001,00000001
Z4,+Z_Z___,+Z_Z___,+X_XZ,,00000010,00000010
