logical_pauli,input_label,choi_reference_operator,output_label_Aprime_E,pair_symplectic,input_gram_row,output_gram_row
X1,+X_____,+X_____,-Z_X_,1,01000000,01000000
Z1,+Z___X_,+Z___X_,+YZXY,,10000000,10000000
X2,+_X____,+_X____,-Z_XZ,1,00010000,00010000
Z2,+_ZX_X_,+_ZX_X_,-_X_X,,00100000,00100000
X3,+__XX__,+__XX__,+YXZ_,1,00000100,00000100
Z3,+_XZ___,+_XZ___,-XYYZ,,00001000,00001000
X4,+____XX,+____XX,-X_Y_,1,00000001,00000001
Z4,+XX__Y_,-XX__Y_,+ZZ_Z,,00000010,00000010
