logical_pauli,input_label,choi_reference_operator,output_label_Aprime_E,pair_symplectic,input_gram_row,output_gram_row
X1,+__X___,+__X___,+__X_,1,01000000,01000000
Z1,+_XZ___,+_XZ___,+Y_ZX,,10000000,10000000
X2,+X__X__,+X__X__,-_XXZ,1,00010000,00010000
Z2,+ZX____,+ZX____,+_ZXZ,,00100000,00100000
X3,+____X_,+____X_,-Y___,1,00000100,00000100
Z3,+____Z_,+____Z_,+Z_X_,,00001000,00001000
X4,+_X_X_X,+_X_X_X,-_Y_X,1,00000001,00000001
Z4,+XZXX__,+XZXX__,+__XZ,,00000010,00000010
