status,message_qubits,alphabet_size,black_hole_qubits,seed,scramble_depth,t,support_rank_numeric,support_rank_stabilizer,support_logical_qubits,environment_qubits,petz_fidelity,direct_circuit_fidelity,routed_circuit_fidelity,direct_choi_fidelity_certified,routed_choi_fidelity_certified,direct_certificate_error,routed_certificate_error,target_generators_checked,candidate_generators_checked,support_kernel_variables,support_kernel_constraints,support_kernel_constraint_rank,support_kernel_dimension,support_stabilizer_rank,centralizer_dimension,logical_quotient_dimension,choi_affine_variables,choi_affine_constraints,choi_affine_constraint_rank,choi_affine_kernel_dimension,gf2_affine_systems_solved,gf2_rank_reductions,gf2_pivots,gf2_row_xors,gf2_scalar_bit_xors,old_group_size_avoided,old_operator_checks_avoided,group_elements_enumerated,support_operators_enumerated,logical_depth,logical_cnot,routed_depth,routed_cnot,swap,routed_clifford_equal,final_order_restored,support_dimensions_match,signed_generator_certificate,reduced_choi_equal,environment_isometry,support_trace_preservation_error,channel_seconds,petz_seconds,support_code_seconds,synthesis_seconds,direct_certification_seconds,routing_seconds,routed_certification_seconds,total_seconds,initial_rss_mib,peak_rss_mib,max_seconds_budget,max_rss_budget_mib,first_new_bottleneck
validated,5,32,4,20260802,6,5,512,512,9,0,0.9999999999999978,0.9999999999999882,0.9999999999999882,1.0,1.0,0.0,0.0,18,18,18,18,18,0,0,18,18,18,18,18,0,1157,3805,51696,58781,1119059,262144,262144,0,0,43,51,249,381,110,True,True,True,True,True,identity_in_fixed_purification_gauge,1.5189913157340888e-13,0.8529687500558794,0.061710875015705824,0.0925926249474287,1.3066795831546187,0.7600576248951256,0.00041050021536648273,0.8583738750312477,4.037729790899903,34.125,244.046875,120.0,1024.0,none_within_fixed_budget
