logical_pauli,input_label,choi_reference_operator,output_label_Aprime_E,pair_symplectic,input_gram_row,output_gram_row
X1,+XX____,+XX____,+_XXY,1,01000000,01000000
Z1,+Z_____,+Z_____,-XZZZ,,10000000,10000000
X2,+__X___,+__X___,+Y_X_,1,00010000,00010000
Z2,+__Z___,+__Z___,-ZX__,,00100000,00100000
X3,+___X__,+___X__,-YY_Z,1,00000100,00000100
Z3,+___ZX_,+___ZX_,-ZXYX,,00001000,00001000
X4,+_X___X,+_X___X,+XYZY,1,00000001,00000001
Z4,+ZZ____,+ZZ____,+ZXZZ,,00000010,00000010
