logical_pauli,input_label,choi_reference_operator,output_label_Aprime_E,pair_symplectic,input_gram_row,output_gram_row
X1,+_X____,+_X____,-ZXYY,1,01000000,01000000
Z1,+XZ_X__,+XZ_X__,+YX__,,10000000,10000000
X2,+X_X___,+X_X___,+Y_Z_,1,00010000,00010000
Z2,+YX____,-YX____,-YXYZ,,00100000,00100000
X3,+__XXX_,+__XXX_,+ZZXY,1,00000100,00000100
Z3,+YXZ___,-YXZ___,+YX_Z,,00001000,00001000
X4,+___XXX,+___XXX,+XZY_,1,00000001,00000001
Z4,+Y_ZY__,+Y_ZY__,+ZZYZ,,00000010,00000010
