logical_pauli,input_label,choi_reference_operator,output_label_Aprime_E,pair_symplectic,input_gram_row,output_gram_row
X1,+X_____,+X_____,+XXZZ,1,01000000,01000000
Z1,+ZXX___,+ZXX___,+_ZZZ,,10000000,10000000
X2,+__XX__,+__XX__,+__YX,1,00010000,00010000
Z2,+X_Y___,-X_Y___,+YXX_,,00100000,00100000
X3,+_X_XX_,+_X_XX_,-ZZXY,1,00000100,00000100
Z3,+XZ____,+XZ____,-YZYX,,00001000,00001000
X4,+___XXX,+___XXX,+ZXZY,1,00000001,00000001
Z4,+_ZYZ__,-_ZYZ__,-ZXY_,,00000010,00000010
