logical_pauli,input_label,choi_reference_operator,output_label_Aprime_E,pair_symplectic,input_gram_row,output_gram_row
X1,+__X___,+__X___,-_ZZZ,1,01000000,01000000
Z1,+X_Z___,+X_Z___,+__X_,,10000000,10000000
X2,+___X__,+___X__,+ZX_Y,1,00010000,00010000
Z2,+___Z__,+___Z__,+___Z,,00100000,00100000
X3,+____X_,+____X_,+XZ__,1,00000100,00000100
Z3,+____Z_,+____Z_,-YZ__,,00001000,00001000
X4,+XX___X,+XX___X,-ZXX_,1,00000001,00000001
Z4,+ZXX___,+ZXX___,+ZYXZ,,00000010,00000010
