logical_pauli,input_label,choi_reference_operator,output_label_Aprime_E,pair_symplectic,input_gram_row,output_gram_row
X1,+XXX___,+XXX___,+_Z__,1,01000000,01000000
Z1,+YX____,-YX____,-YYX_,,10000000,10000000
X2,+__XX__,+__XX__,-Z_YZ,1,00010000,00010000
Z2,+YXY___,+YXY___,-XZXY,,00100000,00100000
X3,+____X_,+____X_,-ZZ_Z,1,00000100,00000100
Z3,+___XZ_,+___XZ_,+Z_ZY,,00001000,00001000
X4,+_____X,+_____X,+Y__X,1,00000001,00000001
Z4,+_X_X_Z,+_X_X_Z,-_ZYZ,,00000010,00000010
