status,message_qubits,alphabet_size,black_hole_qubits,total_simulated_qubits,seed,scramble_depth,selected_t,selected_mutual_information_bits,selected_trace_distance,support_rank_numeric,support_rank_stabilizer,support_logical_qubits,environment_qubits,petz_fidelity,direct_circuit_fidelity,routed_circuit_fidelity,choi_fidelity_certified,reduced_choi_equal,environment_isometry,signed_generators_checked,old_group_size_avoided,old_operator_checks_avoided,group_elements_enumerated,support_operators_enumerated,support_kernel_variables,support_kernel_constraints,support_kernel_constraint_rank,support_kernel_dimension,centralizer_dimension,logical_quotient_dimension,gf2_affine_systems_solved,gf2_scalar_bit_xors,logical_depth,logical_cnot,routed_depth,routed_cnot,swap,routed_clifford_equal,final_order_restored,compact_channel_workspace_qubits,full_unused_reference_workspace_qubits_avoided,timeline_seconds,support_code_seconds,synthesis_seconds,direct_certification_seconds,routing_seconds,routed_certification_seconds,total_seconds,initial_rss_mib,peak_rss_mib,memory_headroom_mib,memory_budget_fraction,max_seconds_budget,max_rss_budget_mib,first_new_bottleneck
validated,6,64,4,20,20260802,6,8,0,0.0,256,256,8,0,1.0,1.0,1.0,1.0,True,identity_in_fixed_purification_gauge,16,1048576,65536,0,0,20,16,16,4,20,16,2855,10009235,55,88,349,496,136,True,True,14,6,13.295544874854386,0.185278374934569,5.300949624972418,0.21447729086503386,0.00044958293437957764,0.272142083151266,19.380520333070308,34.109375,673.453125,350.546875,0.6576690673828125,120.0,1024.0,none_within_fixed_budget
