logical_pauli,input_label,choi_reference_operator,output_label_Aprime_E,pair_symplectic,input_gram_row,output_gram_row
X1,+_X____,+_X____,+_Z_Y,1,01000000,01000000
Z1,+_Z____,+_Z____,+_Z_Z,,10000000,10000000
X2,+__X___,+__X___,+_XZX,1,00010000,00010000
Z2,+__Z___,+__Z___,-ZXXX,,00100000,00100000
X3,+___X__,+___X__,+ZYYX,1,00000100,00000100
Z3,+___Z__,+___Z__,-ZZY_,,00001000,00001000
X4,+____X_,+____X_,+Z___,1,00000001,00000001
Z4,+____Z_,+____Z_,+X_Z_,,00000010,00000010
