logical_pauli,input_label,choi_reference_operator,output_label_Aprime_E,pair_symplectic,input_gram_row,output_gram_row
X1,+_X____,+_X____,+_X__,1,01000000,01000000
Z1,+_Z____,+_Z____,-_YZY,,10000000,10000000
X2,+__XX__,+__XX__,+X_YZ,1,00010000,00010000
Z2,+__Z___,+__Z___,+__Z_,,00100000,00100000
X3,+____X_,+____X_,-Y_Z_,1,00000100,00000100
Z3,+___XZ_,+___XZ_,-XX_Z,,00001000,00001000
X4,+___X_X,+___X_X,-YX_X,1,00000001,00000001
Z4,+__ZYX_,-__ZYX_,+_X_Z,,00000010,00000010
