B_size,seed,scrambler_layers,emission_time,petz_entanglement_fidelity,noise_model,noise_depth,synthesis_method,claim,geometry,architecture_diameter,causal_line_lower_bound,logical_cnot_count,logical_two_qubit_depth,mean_logical_interaction_distance,routing_swap_count,routed_cnot_count,routed_two_qubit_depth,final_entanglement_fidelity,status
4,4008,9,2,0.9999999999999953,ideal,0,signed_symplectic_Clifford,observed construction; not minimal,line_E0-E1-E2-E3-D0-D1,5,5,28,18,1.2857142857142858,14,70,53,0.9999999999999913,validated
4,4009,9,1,0.24999999999999908,ideal,0,signed_symplectic_Clifford,observed construction; not minimal,not_compiled,,,,,,,,,,Petz-only baseline; no circuit compiled
4,4009,9,2,0.4999999999999977,ideal,0,signed_symplectic_Clifford,observed construction; not minimal,all_to_all_logical,1,0,29,25,2.0,0,29,25,0.4999999999999968,validated
4,4009,9,2,0.4999999999999977,ideal,0,signed_symplectic_Clifford,observed construction; not minimal,line_E0-E1-E2-E3-D0-D1,5,5,29,25,2.0,30,119,94,0.4999999999999968,validated
4,4010,9,1,0.49999999999999806,ideal,0,signed_symplectic_Clifford,observed construction; not minimal,not_compiled,,,,,,,,,,Petz-only baseline; no circuit compiled
4,4010,9,2,0.49999999999999833,ideal,0,signed_symplectic_Clifford,observed construction; not minimal,all_to_all_logical,1,0,28,22,1.7142857142857142,0,28,22,0.49999999999999645,validated
4,4010,9,2,0.49999999999999833,ideal,0,signed_symplectic_Clifford,observed construction; not minimal,line_E0-E1-E2-E3-D0-D1,5,5,28,22,1.7142857142857142,24,100,78,0.49999999999999645,validated
4,4011,9,1,0.49999999999999784,ideal,0,signed_symplectic_Clifford,observed construction; not minimal,not_compiled,,,,,,,,,,Petz-only baseline; no circuit compiled
4,4011,9,2,0.4999999999999982,ideal,0,signed_symplectic_Clifford,observed construction; not minimal,all_to_all_logical,1,0,29,19,1.9655172413793103,0,29,19,0.4999999999999959,validated
4,4011,9,2,0.4999999999999982,ideal,0,signed_symplectic_Clifford,observed construction; not minimal,line_E0-E1-E2-E3-D0-D1,5,5,29,19,1.9655172413793103,36,137,111,0.4999999999999959,validated
4,4012,9,1,0.9999999999999958,ideal,0,signed_symplectic_Clifford,observed construction; not minimal,not_compiled,,,,,,,,,,Petz-only baseline; no circuit compiled
4,4012,9,2,0.9999999999999958,ideal,0,signed_symplectic_Clifford,observed construction; not minimal,all_to_all_logical,1,0,29,28,1.5517241379310345,0,29,28,0.9999999999999923,validated
4,4012,9,2,0.9999999999999958,ideal,0,signed_symplectic_Clifford,observed construction; not minimal,line_E0-E1-E2-E3-D0-D1,5,5,29,28,1.5517241379310345,16,77,63,0.9999999999999923,validated
4,4013,9,1,0.9999999999999946,ideal,0,signed_symplectic_Clifford,observed construction; not minimal,not_compiled,,,,,,,,,,Petz-only baseline; no circuit compiled
4,4013,9,2,0.9999999999999957,ideal,0,signed_symplectic_Clifford,observed construction; not minimal,all_to_all_logical,1,0,28,19,1.3928571428571428,0,28,19,0.9999999999999913,validated
4,4013,9,2,0.9999999999999957,ideal,0,signed_symplectic_Clifford,observed construction; not minimal,line_E0-E1-E2-E3-D0-D1,5,5,28,19,1.3928571428571428,32,124,91,0.9999999999999913,validated
4,4014,9,1,0.9999999999999947,ideal,0,signed_symplectic_Clifford,observed construction; not minimal,not_compiled,,,,,,,,,,Petz-only baseline; no circuit compiled
4,4014,9,2,0.9999999999999954,ideal,0,signed_symplectic_Clifford,observed construction; not minimal,all_to_all_logical,1,0,16,12,1.8125,0,16,12,0.9999999999999917,validated
4,4014,9,2,0.9999999999999954,ideal,0,signed_symplectic_Clifford,observed construction; not minimal,line_E0-E1-E2-E3-D0-D1,5,5,16,12,1.8125,34,118,80,0.9999999999999917,validated
4,4015,9,1,0.4999999999999975,ideal,0,signed_symplectic_Clifford,observed construction; not minimal,not_compiled,,,,,,,,,,Petz-only baseline; no circuit compiled
4,4015,9,2,0.4999999999999972,ideal,0,signed_symplectic_Clifford,observed construction; not minimal,all_to_all_logical,1,0,33,27,1.8484848484848484,0,33,27,0.49999999999999567,validated
4,4015,9,2,0.4999999999999972,ideal,0,signed_symplectic_Clifford,observed construction; not minimal,line_E0-E1-E2-E3-D0-D1,5,5,33,27,1.8484848484848484,24,105,91,0.49999999999999567,validated
4,4016,9,1,0.49999999999999845,ideal,0,signed_symplectic_Clifford,observed construction; not minimal,not_compiled,,,,,,,,,,Petz-only baseline; no circuit compiled
4,4016,9,2,0.9999999999999958,ideal,0,signed_symplectic_Clifford,observed construction; not minimal,all_to_all_logical,1,0,28,24,1.4285714285714286,0,28,24,0.9999999999999895,validated
4,4016,9,2,0.9999999999999958,ideal,0,signed_symplectic_Clifford,observed construction; not minimal,line_E0-E1-E2-E3-D0-D1,5,5,28,24,1.4285714285714286,18,82,71,0.9999999999999895,validated
4,4017,9,1,0.4999999999999974,ideal,0,signed_symplectic_Clifford,observed construction; not minimal,not_compiled,,,,,,,,,,Petz-only baseline; no circuit compiled
4,4017,9,2,0.9999999999999956,ideal,0,signed_symplectic_Clifford,observed construction; not minimal,all_to_all_logical,1,0,30,24,1.5,0,30,24,0.9999999999999925,validated
4,4017,9,2,0.9999999999999956,ideal,0,signed_symplectic_Clifford,observed construction; not minimal,line_E0-E1-E2-E3-D0-D1,5,5,30,24,1.5,18,84,65,0.9999999999999925,validated
4,4018,9,1,0.4999999999999975,ideal,0,signed_symplectic_Clifford,observed construction; not minimal,not_compiled,,,,,,,,,,Petz-only baseline; no circuit compiled
4,4018,9,2,0.4999999999999977,ideal,0,signed_symplectic_Clifford,observed construction; not minimal,all_to_all_logical,1,0,28,23,1.3928571428571428,0,28,23,0.4999999999999963,validated
4,4018,9,2,0.4999999999999977,ideal,0,signed_symplectic_Clifford,observed construction; not minimal,line_E0-E1-E2-E3-D0-D1,5,5,28,23,1.3928571428571428,14,70,54,0.4999999999999963,validated
4,4019,9,1,0.9999999999999948,ideal,0,signed_symplectic_Clifford,observed construction; not minimal,not_compiled,,,,,,,,,,Petz-only baseline; no circuit compiled
4,4019,9,2,0.999999999999996,ideal,0,signed_symplectic_Clifford,observed construction; not minimal,all_to_all_logical,1,0,20,17,1.6,0,20,17,0.9999999999999918,validated
4,4019,9,2,0.999999999999996,ideal,0,signed_symplectic_Clifford,observed construction; not minimal,line_E0-E1-E2-E3-D0-D1,5,5,20,17,1.6,26,98,91,0.9999999999999918,validated
